order_number;arrival;start;end;queue_time;preperation_time;stall;order
262;17:19:58;17:21:18;17:22:22;00:01:20;00:01:04;kebab2;coke/kebab/extra_fries/garlic_sauce/
263;17:20:43;17:21:48;17:22:51;00:01:05;00:01:03;kebab2;beer/kebab/durum/extra_fries/mayo/
264;17:21:05;17:22:05;17:24:06;00:01:00;00:02:01;kebab2;beer/extra_fries/mayo/
265;17:21:09;17:22:22;17:22:50;00:01:13;00:00:28;kebab2;coke/kebab/durum/mayo/
266;17:21:26;17:22:50;17:23:57;00:01:24;00:01:07;kebab2;beer/kebab/durum/
267;17:21:44;17:22:51;17:23:31;00:01:07;00:00:40;kebab2;beer/kebab/durum/mayo/
268;17:22:17;17:23:31;17:24:22;00:01:14;00:00:51;kebab2;beer/kebab/durum/extra_fries/
269;17:23:28;17:23:57;17:25:54;00:00:29;00:01:57;kebab2;turkish_coffee/
270;17:23:48;17:24:06;17:25:58;00:00:18;00:01:52;kebab2;beer/
271;17:23:53;17:24:29;17:27:28;00:00:36;00:02:59;kebab2;coke/turkish_coffee/
272;17:24:29;17:28:44;17:30:04;00:04:15;00:01:20;kebab2;beer/kebab_vegi/durum/extra_fries/garlic_sauce/
273;17:28:44;17:29:20;17:30:49;00:00:36;00:01:29;kebab2;beer/still_water/turkish_coffee/
274;17:29:20;17:30:58;17:33:30;00:01:38;00:02:32;kebab2;beer/
275;17:30:58;17:31:05;17:32:43;00:00:07;00:01:38;kebab2;beer/coke/still_water/
276;17:31:05;17:31:44;17:31:56;00:00:39;00:00:12;kebab2;still_water/
277;17:31:44;17:32:30;17:33:30;00:00:46;00:01:00;kebab2;beer/
278;17:32:30;17:33:52;17:34:49;00:01:22;00:00:57;kebab2;beer/kebab/garlic_sauce/
279;17:33:52;17:34:03;17:34:59;00:00:11;00:00:56;kebab2;beer/kebab/garlic_sauce/
280;17:34:03;17:34:50;17:37:14;00:00:47;00:02:24;kebab2;beer/coke/kebab/mayo/
281;17:34:50;17:35:20;17:35:48;00:00:30;00:00:28;kebab2;beer/
282;17:35:20;17:35:23;17:35:52;00:00:03;00:00:29;kebab2;beer/
283;17:35:23;17:36:15;17:39:31;00:00:52;00:03:16;kebab2;beer/coke/
284;17:36:15;17:37:13;17:39:19;00:00:58;00:02:06;kebab2;beer/kebab/durum/extra_fries/ketchup/mayo/
285;17:37:13;17:38:31;17:41:32;00:01:18;00:03:01;kebab2;coke/
286;17:38:31;17:39:19;17:43:11;00:00:48;00:03:52;kebab2;beer/coke/sparkling_water/kebab/kebab_vegi/extra_fries/mayo/
287;17:39:00;17:39:38;17:40:09;00:00:38;00:00:31;kebab2;beer/still_water/kebab/garlic_sauce/
288;17:39:38;17:40:13;17:41:41;00:00:35;00:01:28;kebab2;still_water/kebab/kebab_vegi/extra_fries/
289;17:40:13;17:41:32;17:42:14;00:01:19;00:00:42;kebab2;beer/
290;17:40:16;17:41:41;17:43:50;00:01:25;00:02:09;kebab2;beer/coke/
291;17:40:37;17:42:14;17:43:50;00:01:37;00:01:36;kebab2;beer/extra_fries/garlic_sauce/
292;17:41:21;17:43:11;17:44:24;00:01:50;00:01:13;kebab2;coke/kebab/
293;17:41:23;17:43:50;17:45:59;00:02:27;00:02:09;kebab2;beer/kebab/extra_fries/ketchup/mayo/
294;17:41:55;17:45:24;17:46:25;00:03:29;00:01:01;kebab2;beer/kebab/ketchup/mayo/
295;17:45:24;17:45:36;17:47:04;00:00:12;00:01:28;kebab2;beer/durum/
296;17:45:36;17:47:48;17:49:25;00:02:12;00:01:37;kebab2;still_water/
297;17:47:48;17:47:55;17:49:03;00:00:07;00:01:08;kebab2;beer/
298;17:47:55;17:48:24;17:49:16;00:00:29;00:00:52;kebab2;coke/
299;17:48:24;17:49:03;17:49:43;00:00:39;00:00:40;kebab2;coke/
300;17:48:24;17:49:47;17:51:17;00:01:23;00:01:30;kebab2;still_water/turkish_coffee/kebab/durum/extra_fries/garlic_sauce/
301;17:49:47;17:52:10;17:53:44;00:02:23;00:01:34;kebab2;beer/
302;17:52:10;17:52:39;17:53:14;00:00:29;00:00:35;kebab2;beer/coke/turkish_coffee/kebab/extra_fries/ketchup/mayo/
303;17:52:39;17:53:14;17:53:32;00:00:35;00:00:18;kebab2;beer/
304;17:53:14;17:55:35;17:56:25;00:02:21;00:00:50;kebab2;still_water/kebab/extra_fries/
305;17:55:35;17:55:58;17:57:53;00:00:23;00:01:55;kebab2;beer/
306;17:55:58;17:56:37;17:58:04;00:00:39;00:01:27;kebab2;beer/still_water/kebab_vegi/durum/garlic_sauce/
307;17:56:37;17:58:24;17:58:49;00:01:47;00:00:25;kebab2;beer/kebab/mayo/
308;17:58:24;17:58:41;18:01:37;00:00:17;00:02:56;kebab2;still_water/
309;17:58:41;17:58:45;18:00:56;00:00:04;00:02:11;kebab2;beer/
310;17:58:45;17:59:56;18:00:56;00:01:11;00:01:00;kebab2;beer/coke/kebab/kebab_vegi/extra_fries/garlic_sauce/
311;17:59:56;18:00:56;18:01:55;00:01:00;00:00:59;kebab2;beer/kebab/durum/ketchup/
312;18:00:02;18:01:15;18:03:50;00:01:13;00:02:35;kebab2;turkish_coffee/extra_fries/ketchup/mayo/
313;18:01:15;18:01:41;18:02:03;00:00:26;00:00:22;kebab2;coke/kebab/kebab_vegi/durum/garlic_sauce/
314;18:01:41;18:02:22;18:04:28;00:00:41;00:02:06;kebab2;beer/kebab/kebab_vegi/durum/
315;18:02:22;18:02:40;18:02:55;00:00:18;00:00:15;kebab2;coke/
316;18:02:40;18:02:55;18:04:32;00:00:15;00:01:37;kebab2;beer/coke/kebab/durum/ketchup/
317;18:02:46;18:03:50;18:06:40;00:01:04;00:02:50;kebab2;beer/
318;18:03:13;18:04:28;18:07:10;00:01:15;00:02:42;kebab2;beer/kebab/
319;18:04:15;18:04:55;18:07:37;00:00:40;00:02:42;kebab2;beer/coke/turkish_coffee/durum/extra_fries/mayo/
320;18:04:55;18:06:40;18:08:04;00:01:45;00:01:24;kebab2;beer/kebab/durum/
321;18:04:58;18:07:10;18:08:36;00:02:12;00:01:26;kebab2;beer/
322;18:05:05;18:07:37;18:08:47;00:02:32;00:01:10;kebab2;beer/
323;18:05:34;18:08:04;18:10:18;00:02:30;00:02:14;kebab2;beer/turkish_coffee/
324;18:06:02;18:08:36;18:10:15;00:02:34;00:01:39;kebab2;beer/kebab/extra_fries/ketchup/
325;18:06:04;18:08:47;18:11:27;00:02:43;00:02:40;kebab2;beer/coke/kebab/
326;18:06:25;18:10:15;18:10:59;00:03:50;00:00:44;kebab2;beer/kebab/extra_fries/ketchup/mayo/
327;18:09:40;18:10:18;18:11:58;00:00:38;00:01:40;kebab2;turkish_coffee/kebab/extra_fries/garlic_sauce/
328;18:09:48;18:10:59;18:12:42;00:01:11;00:01:43;kebab2;beer/still_water/kebab/mayo/
329;18:10:34;18:11:31;18:13:36;00:00:57;00:02:05;kebab2;beer/kebab/durum/
330;18:11:31;18:11:58;18:12:45;00:00:27;00:00:47;kebab2;beer/turkish_coffee/
331;18:11:35;18:12:42;18:14:13;00:01:07;00:01:31;kebab2;coke/sparkling_water/kebab/durum/mayo/
332;18:11:36;18:13:05;18:14:23;00:01:29;00:01:18;kebab2;beer/coke/kebab/durum/garlic_sauce/
333;18:13:05;18:13:46;18:15:29;00:00:41;00:01:43;kebab2;beer/coke/still_water/turkish_coffee/
334;18:13:46;18:14:13;18:16:11;00:00:27;00:01:58;kebab2;beer/kebab/kebab_vegi/extra_fries/garlic_sauce/
335;18:13:47;18:14:23;18:16:23;00:00:36;00:02:00;kebab2;coke/durum/
336;18:13:59;18:15:29;18:16:29;00:01:30;00:01:00;kebab2;beer/still_water/sparkling_water/
337;18:14:15;18:17:09;18:19:34;00:02:54;00:02:25;kebab2;beer/
338;18:17:09;18:17:24;18:17:54;00:00:15;00:00:30;kebab2;beer/kebab/durum/mayo/
339;18:17:24;18:17:27;18:18:13;00:00:03;00:00:46;kebab2;beer/kebab_vegi/durum/mayo/
340;18:17:27;18:18:02;18:18:51;00:00:35;00:00:49;kebab2;beer/coke/still_water/
341;18:18:02;18:18:13;18:20:20;00:00:11;00:02:07;kebab2;beer/coke/
342;18:18:04;18:18:51;18:19:30;00:00:47;00:00:39;kebab2;beer/coke/sparkling_water/
343;18:18:06;18:19:30;18:20:14;00:01:24;00:00:44;kebab2;beer/coke/still_water/mayo/
344;18:18:39;18:19:34;18:19:56;00:00:55;00:00:22;kebab2;beer/still_water/sparkling_water/
345;18:18:53;18:19:56;18:21:38;00:01:03;00:01:42;kebab2;beer/coke/
346;18:19:14;18:20:14;18:20:51;00:01:00;00:00:37;kebab2;beer/
347;18:19:19;18:20:20;18:20:32;00:01:01;00:00:12;kebab2;beer/
348;18:19:39;18:22:33;18:24:08;00:02:54;00:01:35;kebab2;beer/coke/turkish_coffee/kebab/durum/garlic_sauce/
349;18:22:33;18:22:57;18:24:54;00:00:24;00:01:57;kebab2;beer/
350;18:22:57;18:23:02;18:25:19;00:00:05;00:02:17;kebab2;beer/kebab/kebab_vegi/durum/mayo/
351;18:23:02;18:24:09;18:25:33;00:01:07;00:01:24;kebab2;beer/kebab/durum/
352;18:24:09;18:26:01;18:26:36;00:01:52;00:00:35;kebab2;beer/kebab/ketchup/
353;18:26:01;18:26:06;18:27:59;00:00:05;00:01:53;kebab2;beer/kebab/durum/extra_fries/ketchup/mayo/
354;18:26:06;18:26:28;18:27:50;00:00:22;00:01:22;kebab2;beer/
355;18:26:28;18:29:20;18:29:34;00:02:52;00:00:14;kebab2;beer/kebab/durum/extra_fries/mayo/
356;18:29:20;18:29:34;18:32:21;00:00:14;00:02:47;kebab2;beer/coke/turkish_coffee/kebab/durum/
357;18:29:34;18:29:56;18:32:29;00:00:22;00:02:33;kebab2;still_water/kebab/ketchup/mayo/
358;18:29:56;18:31:31;18:32:27;00:01:35;00:00:56;kebab2;beer/kebab/durum/
359;18:31:31;18:33:33;18:34:17;00:02:02;00:00:44;kebab2;beer/kebab/garlic_sauce/
360;18:33:33;18:37:53;18:40:13;00:04:20;00:02:20;kebab2;beer/
361;18:37:53;18:44:52;18:45:12;00:06:59;00:00:20;kebab2;beer/still_water/kebab/durum/
362;18:44:52;18:47:29;18:49:47;00:02:37;00:02:18;kebab2;beer/
363;18:47:29;18:47:53;18:49:54;00:00:24;00:02:01;kebab2;coke/still_water/kebab/garlic_sauce/
364;18:47:53;18:50:48;18:53:07;00:02:55;00:02:19;kebab2;beer/kebab/kebab_vegi/durum/
365;18:50:48;18:53:34;18:54:06;00:02:46;00:00:32;kebab2;beer/coke/kebab/mayo/
366;18:53:34;18:54:01;18:55:18;00:00:27;00:01:17;kebab2;beer/coke/kebab/durum/
367;18:54:01;18:55:54;18:56:39;00:01:53;00:00:45;kebab2;beer/turkish_coffee/kebab/durum/garlic_sauce/
368;18:55:54;18:56:22;18:57:50;00:00:28;00:01:28;kebab2;beer/kebab/durum/mayo/
369;18:56:22;18:58:48;18:59:35;00:02:26;00:00:47;kebab2;coke/kebab/durum/garlic_sauce/
370;18:58:48;18:59:34;19:01:10;00:00:46;00:01:36;kebab2;coke/still_water/kebab/extra_fries/garlic_sauce/
371;18:59:34;19:04:59;19:06:16;00:05:25;00:01:17;kebab2;beer/kebab/
372;19:04:59;19:10:31;19:11:54;00:05:32;00:01:23;kebab2;coke/kebab/durum/garlic_sauce/
373;19:10:31;19:11:26;19:12:21;00:00:55;00:00:55;kebab2;beer/coke/kebab/garlic_sauce/
374;19:11:26;19:11:54;19:12:19;00:00:28;00:00:25;kebab2;beer/coke/kebab/durum/extra_fries/ketchup/
375;19:11:33;19:13:58;19:14:47;00:02:25;00:00:49;kebab2;beer/kebab/garlic_sauce/
376;19:13:58;19:16:34;19:17:07;00:02:36;00:00:33;kebab2;beer/sparkling_water/kebab/
377;19:16:34;19:18:04;19:20:41;00:01:30;00:02:37;kebab2;beer/kebab/
378;19:18:04;19:19:23;19:20:51;00:01:19;00:01:28;kebab2;beer/
379;19:19:23;19:20:42;19:22:16;00:01:19;00:01:34;kebab2;beer/kebab/kebab_vegi/extra_fries/garlic_sauce/
380;19:20:42;19:32:25;19:33:32;00:11:43;00:01:07;kebab2;beer/coke/still_water/kebab/mayo/
381;19:32:25;19:32:28;19:34:00;00:00:03;00:01:32;kebab2;beer/kebab/extra_fries/
382;19:32:28;19:33:32;19:34:55;00:01:04;00:01:23;kebab2;coke/turkish_coffee/ketchup/
383;19:33:02;19:35:14;19:37:37;00:02:12;00:02:23;kebab2;sparkling_water/kebab/extra_fries/
384;19:35:14;19:37:54;19:38:31;00:02:40;00:00:37;kebab2;beer/kebab/mayo/
385;19:37:54;19:38:46;19:40:29;00:00:52;00:01:43;kebab2;beer/kebab/kebab_vegi/extra_fries/mayo/
386;19:38:46;19:39:15;19:40:11;00:00:29;00:00:56;kebab2;beer/
387;19:39:15;19:41:25;19:41:53;00:02:10;00:00:28;kebab2;still_water/kebab/ketchup/
388;19:41:25;19:41:46;19:44:16;00:00:21;00:02:30;kebab2;beer/kebab/
389;19:41:46;19:45:13;19:48:12;00:03:27;00:02:59;kebab2;beer/still_water/kebab/durum/ketchup/
390;19:45:13;19:46:26;19:47:49;00:01:13;00:01:23;kebab2;beer/
391;19:46:26;19:47:49;19:49:19;00:01:23;00:01:30;kebab2;beer/kebab/kebab_vegi/durum/ketchup/
392;19:47:49;19:49:05;19:49:28;00:01:16;00:00:23;kebab2;beer/mayo/
393;19:49:05;19:49:36;19:50:40;00:00:31;00:01:04;kebab2;beer/
394;19:49:36;19:50:12;19:50:40;00:00:36;00:00:28;kebab2;beer/coke/kebab/durum/
395;19:50:12;19:50:40;19:52:59;00:00:28;00:02:19;kebab2;beer/durum/garlic_sauce/
396;19:50:18;19:53:03;19:54:01;00:02:45;00:00:58;kebab2;turkish_coffee/kebab/durum/ketchup/mayo/
397;19:53:03;19:53:59;19:54:32;00:00:56;00:00:33;kebab2;beer/coke/sparkling_water/durum/extra_fries/mayo/
398;19:53:59;19:54:44;19:55:04;00:00:45;00:00:20;kebab2;beer/still_water/kebab/
399;19:54:44;19:54:58;19:55:54;00:00:14;00:00:56;kebab2;beer/kebab/extra_fries/garlic_sauce/
400;19:54:58;19:55:12;19:56:52;00:00:14;00:01:40;kebab2;coke/still_water/kebab/durum/ketchup/mayo/
401;19:55:12;19:57:07;19:58:13;00:01:55;00:01:06;kebab2;beer/kebab/durum/garlic_sauce/
402;19:57:07;19:57:57;19:58:38;00:00:50;00:00:41;kebab2;beer/kebab/ketchup/mayo/
403;19:57:57;20:00:15;20:00:56;00:02:18;00:00:41;kebab2;beer/coke/kebab/durum/extra_fries/
404;20:00:15;20:00:25;20:03:08;00:00:10;00:02:43;kebab2;still_water/
405;20:00:25;20:05:01;20:06:15;00:04:36;00:01:14;kebab2;beer/extra_fries/
406;20:05:01;20:10:15;20:10:40;00:05:14;00:00:25;kebab2;still_water/
407;20:10:15;20:10:37;20:13:31;00:00:22;00:02:54;kebab2;beer/coke/
408;20:10:37;20:10:40;20:11:30;00:00:03;00:00:50;kebab2;beer/
409;20:10:39;20:11:52;20:12:43;00:01:13;00:00:51;kebab2;beer/still_water/kebab/
410;20:11:52;20:13:23;20:15:02;00:01:31;00:01:39;kebab2;still_water/
411;20:13:23;20:15:00;20:16:32;00:01:37;00:01:32;kebab2;beer/kebab/extra_fries/ketchup/mayo/
412;20:15:00;20:15:02;20:17:32;00:00:02;00:02:30;kebab2;coke/kebab/mayo/
413;20:15:02;20:16:32;20:18:27;00:01:30;00:01:55;kebab2;beer/coke/still_water/kebab/extra_fries/
414;20:15:25;20:17:32;20:18:47;00:02:07;00:01:15;kebab2;beer/
415;20:15:40;20:18:27;20:20:42;00:02:47;00:02:15;kebab2;coke/kebab/extra_fries/mayo/
416;20:16:53;20:18:47;20:19:48;00:01:54;00:01:01;kebab2;beer/coke/turkish_coffee/kebab/ketchup/mayo/
417;20:18:23;20:19:48;20:20:39;00:01:25;00:00:51;kebab2;beer/kebab/mayo/
418;20:18:49;20:20:39;20:21:48;00:01:50;00:01:09;kebab2;beer/kebab/kebab_vegi/durum/ketchup/
419;20:18:53;20:20:42;20:21:12;00:01:49;00:00:30;kebab2;beer/coke/
420;20:19:15;20:21:12;20:23:46;00:01:57;00:02:34;kebab2;beer/kebab/durum/garlic_sauce/
421;20:20:28;20:21:48;20:23:03;00:01:20;00:01:15;kebab2;beer/coke/
422;20:21:24;20:23:03;20:24:20;00:01:39;00:01:17;kebab2;beer/
423;20:21:29;20:23:46;20:24:57;00:02:17;00:01:11;kebab2;beer/
424;20:21:36;20:25:45;20:26:37;00:04:09;00:00:52;kebab2;still_water/kebab/
425;20:25:45;20:26:32;20:29:00;00:00:47;00:02:28;kebab2;coke/kebab/extra_fries/ketchup/
426;20:26:32;20:27:04;20:29:24;00:00:32;00:02:20;kebab2;beer/still_water/
427;20:27:04;20:29:00;20:30:15;00:01:56;00:01:15;kebab2;sparkling_water/kebab_vegi/
428;20:28:08;20:35:18;20:37:57;00:07:10;00:02:39;kebab2;beer/durum/extra_fries/mayo/
429;20:35:18;20:36:01;20:37:55;00:00:43;00:01:54;kebab2;beer/coke/
430;20:36:01;20:38:10;20:41:07;00:02:09;00:02:57;kebab2;beer/coke/kebab/garlic_sauce/
431;20:38:10;20:43:24;20:45:19;00:05:14;00:01:55;kebab2;still_water/turkish_coffee/
432;20:43:24;20:45:37;20:46:55;00:02:13;00:01:18;kebab2;beer/coke/kebab/extra_fries/
433;20:45:37;20:50:09;20:50:27;00:04:32;00:00:18;kebab2;beer/coke/turkish_coffee/kebab/mayo/
434;20:50:09;20:50:10;20:51:28;00:00:01;00:01:18;kebab2;beer/still_water/kebab/ketchup/
435;20:50:10;20:52:32;20:53:20;00:02:22;00:00:48;kebab2;beer/kebab/extra_fries/mayo/
436;20:52:32;20:52:54;20:54:24;00:00:22;00:01:30;kebab2;beer/coke/kebab/
437;20:52:54;20:52:58;20:53:29;00:00:04;00:00:31;kebab2;beer/kebab/durum/extra_fries/mayo/
438;20:52:58;20:56:05;20:57:20;00:03:07;00:01:15;kebab2;beer/turkish_coffee/kebab/durum/
439;20:56:05;20:57:04;20:58:06;00:00:59;00:01:02;kebab2;beer/coke/kebab/extra_fries/mayo/
440;20:57:04;20:59:09;21:01:51;00:02:05;00:02:42;kebab2;beer/
441;20:59:09;20:59:53;21:01:08;00:00:44;00:01:15;kebab2;beer/still_water/kebab/extra_fries/
442;20:59:53;21:01:41;21:03:57;00:01:48;00:02:16;kebab2;beer/kebab/extra_fries/
443;21:01:41;21:02:29;21:03:29;00:00:48;00:01:00;kebab2;beer/
444;21:02:29;21:08:27;21:08:45;00:05:58;00:00:18;kebab2;beer/turkish_coffee/
445;21:08:27;21:12:15;21:13:39;00:03:48;00:01:24;kebab2;beer/coke/kebab/ketchup/mayo/
446;21:12:15;21:13:08;21:15:45;00:00:53;00:02:37;kebab2;beer/coke/
447;21:13:08;21:13:20;21:14:15;00:00:12;00:00:55;kebab2;coke/still_water/durum/extra_fries/mayo/
448;21:13:20;21:20:27;21:21:41;00:07:07;00:01:14;kebab2;coke/garlic_sauce/
449;21:20:27;21:23:01;21:23:41;00:02:34;00:00:40;kebab2;beer/
450;21:23:01;21:24:25;21:24:52;00:01:24;00:00:27;kebab2;beer/coke/kebab/mayo/
451;21:24:25;21:29:48;21:30:48;00:05:23;00:01:00;kebab2;beer/
452;21:29:48;21:30:36;21:32:58;00:00:48;00:02:22;kebab2;beer/coke/kebab/durum/garlic_sauce/
453;21:30:36;21:31:00;21:32:26;00:00:24;00:01:26;kebab2;still_water/
454;21:31:00;21:40:46;21:41:22;00:09:46;00:00:36;kebab2;beer/kebab/kebab_vegi/durum/mayo/
455;21:40:46;21:42:33;21:47:30;00:01:47;00:04:57;kebab2;beer/
456;21:42:33;21:46:33;21:48:36;00:04:00;00:02:03;kebab2;beer/kebab/durum/extra_fries/
457;21:46:33;21:51:05;21:54:11;00:04:32;00:03:06;kebab2;beer/
458;21:51:05;21:51:50;21:52:22;00:00:45;00:00:32;kebab2;beer/still_water/kebab/extra_fries/garlic_sauce/
459;21:51:50;21:57:48;21:58:56;00:05:58;00:01:08;kebab2;beer/kebab/
460;21:57:48;22:00:06;22:00:46;00:02:18;00:00:40;kebab2;beer/kebab/extra_fries/garlic_sauce/
461;22:00:06;22:02:43;22:03:39;00:02:37;00:00:56;kebab2;beer/kebab/durum/extra_fries/ketchup/
462;22:02:43;22:13:28;22:14:58;00:10:45;00:01:30;kebab2;beer/
463;22:13:28;22:16:16;22:17:19;00:02:48;00:01:03;kebab2;beer/coke/mayo/
464;22:16:16;22:19:44;22:21:11;00:03:28;00:01:27;kebab2;beer/still_water/
465;22:19:44;22:26:49;22:28:51;00:07:05;00:02:02;kebab2;beer/kebab/durum/ketchup/mayo/
466;22:26:49;22:27:34;22:27:57;00:00:45;00:00:23;kebab2;beer/kebab/kebab_vegi/garlic_sauce/
467;22:27:34;22:28:23;22:29:24;00:00:49;00:01:01;kebab2;beer/
468;22:28:23;22:32:03;22:32:56;00:03:40;00:00:53;kebab2;beer/
469;22:32:03;22:43:01;22:45:44;00:10:58;00:02:43;kebab2;beer/kebab/extra_fries/mayo/
470;22:43:01;22:48:54;22:49:54;00:05:53;00:01:00;kebab2;beer/kebab/durum/mayo/
471;22:48:54;22:52:34;22:54:00;00:03:40;00:01:26;kebab2;beer/
472;22:52:34;22:55:28;22:56:37;00:02:54;00:01:09;kebab2;beer/kebab/durum/mayo/
473;22:55:28;23:00:01;23:01:39;00:04:33;00:01:38;kebab2;beer/coke/extra_fries/
474;23:00:01;23:06:30;23:07:54;00:06:29;00:01:24;kebab2;beer/kebab/kebab_vegi/extra_fries/mayo/
475;23:06:30;23:08:10;23:08:46;00:01:40;00:00:36;kebab2;beer/kebab/extra_fries/mayo/
476;23:08:10;23:12:43;23:13:58;00:04:33;00:01:15;kebab2;beer/turkish_coffee/kebab/mayo/
477;23:12:43;23:26:37;23:30:15;00:13:54;00:03:38;kebab2;beer/coke/
478;23:26:37;23:29:03;23:30:32;00:02:26;00:01:29;kebab2;beer/durum/ketchup/mayo/
479;23:29:03;23:30:51;23:33:31;00:01:48;00:02:40;kebab2;coke/kebab/ketchup/mayo/
480;23:30:51;23:34:21;23:36:15;00:03:30;00:01:54;kebab2;beer/coke/
481;23:34:21;23:51:50;23:52:34;00:17:29;00:00:44;kebab2;coke/
482;23:51:50;23:55:38;23:56:45;00:03:48;00:01:07;kebab2;coke/
483;23:55:38;23:59:01;23:59:48;00:03:23;00:00:47;kebab2;beer/still_water/turkish_coffee/
484;23:59:01;23:59:21;00:00:04;00:00:20;00:00:43;kebab2;beer/turkish_coffee/kebab_vegi/garlic_sauce/
485;23:59:21;00:00:07;00:01:12;00:00:46;00:01:05;drinks2;beer/
486;11:00:07;11:00:09;11:01:19;00:00:02;00:01:10;drinks2;desperados/beer/coke/white_wine/
487;11:00:09;11:00:20;11:02:06;00:00:11;00:01:46;drinks2;cava/
488;11:00:20;11:00:49;11:01:51;00:00:29;00:01:02;drinks2;beer/red_wine/
489;11:00:49;11:01:12;11:01:27;00:00:23;00:00:15;drinks2;desperados/beer/white_wine/cava/
490;11:00:49;11:01:19;11:02:33;00:00:30;00:01:14;drinks2;desperados/beer/red_wine/
491;11:00:56;11:01:27;11:02:30;00:00:31;00:01:03;drinks2;beer/
492;11:01:07;11:01:51;11:04:07;00:00:44;00:02:16;drinks2;beer/sparkling_water/
493;11:01:16;11:02:06;11:02:58;00:00:50;00:00:52;drinks2;beer/
494;11:01:24;11:02:30;11:03:46;00:01:06;00:01:16;drinks2;beer/still_water/
495;11:01:26;11:02:33;11:02:40;00:01:07;00:00:07;drinks2;beer/coke/cava/
496;11:01:34;11:02:40;11:03:41;00:01:06;00:01:01;drinks2;beer/
497;11:01:41;11:02:58;11:03:53;00:01:17;00:00:55;drinks2;desperados/beer/cava/
498;11:01:45;11:03:41;11:04:31;00:01:56;00:00:50;drinks2;desperados/beer/white_wine/
499;11:02:01;11:03:46;11:05:31;00:01:45;00:01:45;drinks2;beer/coke/red_wine/
500;11:02:06;11:03:53;11:04:53;00:01:47;00:01:00;drinks2;beer/still_water/
501;11:02:22;11:04:07;11:04:48;00:01:45;00:00:41;drinks2;beer/coke/white_wine/
502;11:02:34;11:04:31;11:06:18;00:01:57;00:01:47;drinks2;beer/
503;11:02:45;11:04:48;11:05:43;00:02:03;00:00:55;drinks2;coke/still_water/
504;11:02:59;11:04:53;11:05:51;00:01:54;00:00:58;drinks2;desperados/beer/coke/white_wine/
505;11:03:15;11:05:31;11:06:09;00:02:16;00:00:38;drinks2;beer/
506;11:03:20;11:05:43;11:07:46;00:02:23;00:02:03;drinks2;desperados/
507;11:03:22;11:05:51;11:07:09;00:02:29;00:01:18;drinks2;beer/cava/
508;11:03:26;11:06:09;11:07:36;00:02:43;00:01:27;drinks2;beer/cava/
509;11:03:26;11:06:18;11:08:04;00:02:52;00:01:46;drinks2;beer/coke/
510;11:03:33;11:07:09;11:08:45;00:03:36;00:01:36;drinks2;beer/coke/
511;11:03:52;11:07:36;11:08:57;00:03:44;00:01:21;drinks2;beer/coke/white_wine/
512;11:03:54;11:07:46;11:09:16;00:03:52;00:01:30;drinks2;beer/coke/
513;11:04:12;11:08:04;11:08:53;00:03:52;00:00:49;drinks2;beer/
514;11:04:17;11:08:45;11:10:34;00:04:28;00:01:49;drinks2;desperados/beer/white_wine/
515;11:04:33;11:08:53;11:09:22;00:04:20;00:00:29;drinks2;beer/still_water/
516;11:04:37;11:08:57;11:09:29;00:04:20;00:00:32;drinks2;beer/still_water/cava/
517;11:04:41;11:09:16;11:10:04;00:04:35;00:00:48;drinks2;beer/coke/
518;11:05:20;11:09:22;11:10:51;00:04:02;00:01:29;drinks2;desperados/beer/coke/
519;11:05:23;11:09:29;11:11:05;00:04:06;00:01:36;drinks2;beer/red_wine/
520;11:05:23;11:10:04;11:12:00;00:04:41;00:01:56;drinks2;desperados/coke/
521;11:05:25;11:10:34;11:11:17;00:05:09;00:00:43;drinks2;beer/still_water/
522;11:05:28;11:10:51;11:11:37;00:05:23;00:00:46;drinks2;beer/
523;11:05:28;11:11:05;11:12:08;00:05:37;00:01:03;drinks2;beer/still_water/red_wine/
524;11:05:32;11:11:17;11:12:33;00:05:45;00:01:16;drinks2;beer/still_water/cava/
525;11:05:43;11:11:37;11:12:18;00:05:54;00:00:41;drinks2;beer/
526;11:05:53;11:12:00;11:12:37;00:06:07;00:00:37;drinks2;beer/
527;11:06:03;11:12:08;11:15:12;00:06:05;00:03:04;drinks2;beer/coke/
528;11:06:05;11:12:18;11:12:37;00:06:13;00:00:19;drinks2;beer/still_water/red_wine/
529;11:06:13;11:12:33;11:13:56;00:06:20;00:01:23;drinks2;beer/still_water/cava/
530;11:06:17;11:12:37;11:12:58;00:06:20;00:00:21;drinks2;beer/sparkling_water/
531;11:06:26;11:12:37;11:13:55;00:06:11;00:01:18;drinks2;beer/
532;11:06:40;11:12:58;11:14:14;00:06:18;00:01:16;drinks2;beer/coke/
533;11:07:04;11:13:55;11:16:52;00:06:51;00:02:57;drinks2;beer/
534;11:07:27;11:13:56;11:15:29;00:06:29;00:01:33;drinks2;desperados/coke/
535;11:08:12;11:14:14;11:15:25;00:06:02;00:01:11;drinks2;beer/
536;11:08:17;11:15:12;11:15:22;00:06:55;00:00:10;drinks2;desperados/coke/white_wine/
537;11:08:25;11:15:22;11:15:54;00:06:57;00:00:32;drinks2;beer/white_wine/
538;11:09:08;11:15:25;11:17:14;00:06:17;00:01:49;drinks2;beer/red_wine/
539;11:09:34;11:15:29;11:16:09;00:05:55;00:00:40;drinks2;beer/white_wine/cava/
